"rfc","mes","actividad","curp","nombre","ap_paterno","ap_materno"
"IGG2717130P7",2,"8310","COMM662616HDFAAA16","FRANCISCO","SANDOVAL","HERNANDEZ"
"IQM0826238U6",2,"6700","MATM772900HDFALN18","GIOVANNI","MELO","BAILON"
"A3C570002D27",2,"6310","PIRC762300HMCXLA10","GUILLERMINA","LUJU","LEON"
"CMG072021JU6",2,"7012","MOOS702016MDFNAS10","RENE","VILLANUEVA","MENDOZA"
"FCS0026206A1",2,"4116","PRHJ762312HDFXAN16","ALEJANDRO","ALVAREZ","SANCHEZ"
"GOOJ6227076R0",2,"6913","SAHA082612MDFNAN16","ALEJANDRO","VICENTE","ROSANO"
"MAN7229036V0",2,"7611","PAPB760027MGTTAT27","SILVESTRE","CORTES","GOMEZ"
"CII060206U66",2,"6812","AIGA002706HDFSNL19","CARLOS","EGUIARTE","IGUEZ"
"CMR700228VR3",2,"8011","CRNP621026HOCAVB13","MARICELA","RAMIREZ","GARRIDO"
"SLA0027230Q6",2,"8310","CAJT062361MOCNMA16","ALBERTO","AYALA","VARSANO"
"NSS211626608",2,"8916","CAAP000220MDFADB18","CRISTIAN","VASQUEZ","GABRIEL"
"GCA030212QK6",2,"8310","AIRJ721006MMCCNN11","MARGARITA","QUINTERO","CADENAS"
"SDL002026JF1",2,"6714","BAMS702626HDFTAL16","HERNAN","FLORES","OLASCOAGA"
"GIP271600V68",2,"9010","PRVR762321MDFAUA11","OCTAVIO","MORALES","RIVERA"
"PSD231207702",2,"8011","SAMP062613HDFNAD13","ALEJANDRO","MENDEZ","SALAZAR"
"CPH221607TT3",2,"6714","LOLI062722HMSPGS18","ELIA","HERNANDEZ","VILLEGAS"
"CPA261041IS7",2,"3010","LUSJ632706HDFJNN16","GUILLERMO","MENDEZ","MORALES"
"AMC261402UP4",2,"7611","BRLA732624HBCLCL19","GABRIELA","VASQUEZ","RIO"
"SRV201207M08",2,"4116","AOOM762028MMCDAN18","ZELMA","VALLE","ESPINOSA"
"QIN261327N00",2,"9212","BAHJ722709HMNSNN10","JORGE","AVILA","GARCIA"
"ACI062006SI7",2,"6310","SAVM772003MMNNLA16","BERNARDO","GARCIA","CASTELL"
"APA072617TM6",2,"8712","MATC021612MDFAVL11","ANASTACIA","ARAUJO","TENORIO"
"TMA770216AQ6",2,"4103","GUCL602617MDFLML06","DAVID","TORRES","FLORES"
"CCC072013II3",2,"2910","NOCR060026HDFXLD13","ITZEL","PINEDA","ARROYO"
"VPC201023M31",2,"4801","MOGM632627MOCNAG16","CANDELARIA","BARAJAS","SALINAS"
"STO002026AS1",2,"6014","MOOC662000HDFNAA16","PEDRO","MAZA","LEON"
"BTS020127PI7",2,"8011","NALJ721016HDFVAV17","GABRIELA","CORDOVA","SANCHEZ"
"ITR000062263",2,"3010","AIAA702620HDFVLC11","MIGUEL","ARTEAGA","LOZANO"
"ATG0002614X2",2,"4116","LOCR622661MPLPSS17","KARINA","GONZALEZ","MIGUEL"
"TSA060210PL6",2,"8310","JICR772220HDFMAA19","GABRIELA","MORENO","VELAZCO"
"IMS320260I36",2,"8316","AAAA662723HDFLBL16","YAMILE","MALDONADO","MAYEN"
"SAS0727226A7",2,"7611","CRLM760220HDFANA26","ELIAS","HERNANDEZ","MIRAMONTES"
"FMA772313QC3",2,"7616","SIAA082828HGAAVG16","ALBERTO","CUELLAR","HERNANDEZ"
"AMR082702I89",2,"9410","CUVL032626HDFALS18","JORGE","OZ","RUIZ"
"VMR770221U36",2,"8313","LRFM772016HMCLLA19","FERNANDA","MENDEZ","CASTILLO"
"SRA231002AU6",2,"3012","AAPJ082327HVUMSV16","CINTHIA","PINZON","ARELLANO"
"SAA201027CC7",2,"8310","AICA662207HCCAJF10","AARON","CORTES","TORRES"
"THS002626HY2",2,"8310","AAVC602712HDFNLA16","LAURA","JUAREZ","JIMENEZ"
"ALT062603KHA",2,"8011","PRPI700226MDFANQ10","EDUARDO","CARRILLO","ARELLANO"
"PSA260003FD7",2,"6310","HRCD772720HDFAAN06","FRANCISCO","GONZALEZ","PALACIOS"
"GOCG721017AF0",2,"2312","CALS772629HHGSNA19","DANIEL","ROSAS","HERNANDEZ"
"FOAK072628KK0",2,"8011","ARFI072013MDFYLA18","MIGUEL","ALEGRIA","DIAZ"
"BSM772609DU0",2,"9010","OOOD662620HDFACV12","LEONARDO","ZARATE","CONDE"
"SMR201761U70",2,"6310","UAOJ732006HMCAAV12","DANIELA","MORUA","LUGO"
"AOC072606BWA",2,"8310","MRPD772606MDFDDL17","NADIA","LOPEZ","TAPIA"
"PAD220216CS6",2,"8310","TIJD762919MVUAAN17","MARGARITA","SAENZ","POBLETE"
"BMR022600SU6",2,"6214","OOMP060026MDFCNL14","EDUARDO","CARRERA","CABALLERO"
"ARS0226270I0",2,"6700","CAAG702626HCLSMD19","NOEMI","RODRIGUEZ","ALMEIDA"
"AAM062628H60",2,"6014","MRAA211027HDFNYXA2","AXEL","MELENDEZ","MAGA"
"IMS320260I36",2,"7614","PIGA772613HDFXTB16","JUAN","OLVERA","PEREZ"
"PSA271712MN6",2,"8310","LOGI062816HDFPAS16","LUIS","BARRAGAN","CALVA"
"A3C570002D27",2,"8011","HRSF762008HDFANA10","ROMAN","MOLINA","CAMPOS"
"IMS320260I36",2,"6914","SIAS602729MDFLLN13","ENRIQUE","GARCIA","VARGAS"
"DSP062303KL2",2,"8011","COLL020007HSAAPS13","ALEJANDRA","IGLESIAS","SANCHEZ"
"TMR032606KT6",2,"9314","GRGL672726MBSAAT16","MIGUEL","CAMPOS","EZ"
"A3C570002D27",2,"6014","MICM600026HDFGAA10","CARLOS","LOPEZ","ESCORCIA"
"IDR322326PU4",2,"8812","GAFG662720HDFALS17","CARLOS","MARTINEZ","SERRANO"
"A3C570002D27",2,"8310","AASB732306MMCMLA10","MARISOL","SAID","BRITO"
"BNM032606VB0",2,"6717","AURL602712MGTNSU16","DANIEL","NAVA","HUERTA"
"A3C570002D27",2,"8310","GAMJ670201HDFAYA10","OYUKI","RAMIREZ","VAZQUEZ"
"MOA201017M66",2,"6719","FAOK760227MDFAAT20","ALBERTO","POSADAS","ROMERO"
"HMI762026KG0",2,"4110","MAHJ062617HDFAAV16","VIRIDIANA","VAZQUEZ","DIAZ"
"IMS320260I36",2,"8310","CIHG030212HCSSAB18","ISRAEL","RODRIGUEZ","BARRON"
"WWC0022026R6",2,"7012","GOGP762306HDFNAB12","MARISOL","ESTEVA","RAMIREZ"
"SMH672723FRA",2,"4601","QUAA762726MDFNLA11","ARTURO","SOLLANO","BELMAN"
"PCO030207AB0",2,"8810","SODJ762310HDFLLN04","ARIANA","LOPEZ","VALLEJO"
"GAN062004SA1",2,"2116","UATR792906HMCMAA17","RICARDO","RETANA","VALENCIA"
"MAS762016AX2",2,"6212","DOPA762412HDFMTN14","TRINIDAD","VASCONCELOS","LA"
"A3C570002D27",2,"8314","AAPM762427MMCMNA10","ADOLFO","VALDES","AGUILAR"
"BNM032606VB0",2,"8310","GOAG021060MDFNDY18","MOISES","BRACAMONTE","PLATA"
"BSM772609DUB",2,"6714","FOAA072228HDFLVN10","EMMANUEL","ANDRES","GUZMAN"
"AKA060027GI2",2,"7411","OIGJ022612HDFAAS16","FREDY","LIMA","FLORES"
"CUPC370203AF6",2,"2118","CUVA080020HDFAAB26","ENRIQUE","CASAS","VAZQUEZ"
"GPP0220272W9",2,"8812","BAVL762603MDFTLU12","TUNG","AVILA","REYES"
"ITR000062263",2,"6616","OOFA062616HVUALL11","ELIZABETH","ROCHA","VALENCIA"
"CAA032006772",2,"6914","AIMR070202MMCVDL21","NALLELY","CHAVEZ","BAUTISTA"
"TUF0727609M9",2,"8710","AROR722929MDFLAL16","RICARDO","EUROZA","RAMOS"
"SRA762600L70",2,"8710","MACM062723MYNYSL13","JESSICA","GARCIA","IGA"
"TVI221322J67",2,"8904","BUMJ772917MDFNAK17","GABRIELA","FLORES","CRUZ"
"OWM200126AWA",2,"6814","PAFG662323MMCAAD10","GONZALO","MOCTEZUMA","ROMAN"
"OMC2316027X7",2,"8011","FOAD770026MDFLBN21","ALEJANDRA","MARTINEZ","LUNA"
"PCO0027167AA",2,"4910","LASR722021HDFAND11","ALEJANDRA","LOPEZ","SERRATOS"
"BBO760226FA6",2,"8310","SAHB602807MSANAT12","NICOLASA","GALVAN","TAPIA"
"CFR672003QI1",2,"6614","GUGR700002MDFLAV17","SALVADOR","MENDOZA","ROJAS"
"POP670210R92",2,"9010","AOLG032601MVUDPA17","JOSE","REYES","PEREZ"
"RHA032761Q74",2,"8310","UACA072923MHGMLL18","MIRUTZY","JIMENEZ","HERRERA"
"IRF7700290F3",2,"8903","MAOO662206HDFAJT16","ELIZABETH","PINEDA","VALLEJO"
"SHR072661V47",2,"8211","GUGL790226MMCAAT16","ANTONIO","CARVAJAL","SANCHEZ"
"IJS762040J81",2,"8310","SASS600260HGANNL02","IRMA","HERNANDEZ","OSORIO"
"ACO261326066",2,"8310","AAMA022612HJCMAL17","EDUARDO","HERNANDEZ","MATIAS"
"A3C570002D27",2,"8310","LOCN722207MCSPAA10","ELISA","BAUTISTA","LA"
"SAC261700K71",2,"8310","TRAC670226HPLMMA11","EDGAR","JESUS","GARDU"
"CRO770200T32",2,"6910","MAMG702220HDFANL07","DANIEL","MATA","RIOS"
"AIR002618BP7",2,"3010","UAPA702328HDFAAN11","MIGUEL","ROSILES","FERNANDEZ"
"AST0702167UA",2,"8310","AOGI670262MDFSMA12","JULIETA","MARTINEZ","CRUZ"
"DSP220200MG1",2,"8310","MRTF032003HDFNXA18","ALFREDO","SIMON","PERALTA"
"SDN062016KA3",2,"9010","MUBM082616HCHAAX18","GRISELDA","MONTALVO","RUIZ"
"CGS0627102C0",2,"8211","CAMS602718MQTHTL16","VIOEL","HERNANDEZ","HIDALGO"
"MIN702626CFA",2,"6214","MRGR762216HDFNVD11","GUADALUPE","HERRERA","NAVA"
"CAA321622706",2,"4116","SAPG770206HYNNLA17","ERNESTO","PLACIDO","MARTINEZ"
"SSR270123QN6",2,"9314","TOTF072217MDFAAA00","MIGUEL","GUERRERO","RIVERA"
"CFC271701DD1",2,"4601","SICU062722HDFLDC16","BENJAMIN","CAMPOS","TORRES"
"IMS320260I36",2,"8310","RUAA062710HYNNKB16","JENNIFER","MARTINEZ","SANTANA"
"RBC032810QW6",2,"8310","FRAN762210MDFADT16","DORIAN","GRANADOS","TRISTAN"
"TSM7600067B2",2,"9212","HRSD072701HDFALN06","CRISTAL","PEDRAZA","JIMENEZ"
"MDM072661FS6",2,"6700","MAAL720220HDFAAS17","MARIA","FLORES","RAMIREZ"
"OPI032206KN7",2,"7611","PANJ732921HCLLVS16","YURITZY","ALVAREZ","SANCHEZ"
"SAR0026036A6",3,"8011","SRAL760022HJCVSS10","OSBALDO","CEDILLO","MARTINEZ"
"DCO0217086Y9",3,"6310","HRCY762303MMCAHL12","RAMIRO","SANCHEZ","SALGADO"
"BBS210126HP2",3,"6600","CONM772320HDFAPA06","ANTONIO","RODRIGUEZ","LAZARO"
"CPG062661N46",3,"7612","AOGM720006MDFALN13","ROBERTO","ALVIRDE","RAMIREZ"
"SMR072719KC9",3,"6014","AACI602818HDFMAS13","ALFONSO","MARTINEZ","ROJAS"
"CRJ070007AF3",3,"8902","SORU032801HDFASA16","MARCELA","ACEVEDO","MONTOYA"
"KAT072316QU6",3,"6310","AOAA772060HDFSMC16","GERMAN","CARI","COTA"
"APS2602010B6",3,"7616","AARD670229HDFMSV26","MIGUEL","GOMEZ","GUERRA"
"HMI762026KG0",3,"8011","GAHI792619HMCAAV10","MANUEL","RUIZ","CERVANTES"
"TSO762326LC0",3,"2116","HRML770209MHGANA12","HORACIO","BECERRIL","CERVANTES"
"SAC072626GL3",3,"2116","VATV760027HDFUAC26","ARMANDO","LEYVA","TREJO"
"ISS730029L26",3,"4919","AUAC762961MSPGLM16","LETICIA","NAVA",NA
"OSP022701TT0",3,"9312","AAHD672026HDFLAG13","FERNANDO","VILLEGAS","LIMAS"
"TAR2700173K6",3,"8211","SIBA732313HMCLAB16","BETSABE","DUARTE","ALVARADO"
"PTO062706677",3,"8710","GOTA021021MDFMAL12","ARACELI","VERA","GARCIA"
"ARS210001CNA",3,"8310","BRGA732016HPLNUA17","EMILIANO","MORALES","FERMIN"
"TPG7726219I4",3,"2118","HRMM002013HVUAAA11","NICOLAS","CONTRERAS","SANCHEZ"
"CHA0622223C6",3,"8310","SAPJ072726HDFLXA16","LIDIA","GONZALEZ","SOLIS"
"RTR7227166P7",3,"8011","ARJA672616MNLACS10","JOSE","SANTIBA","CARRILLO"
"RCM261326227",3,"8310","GUCD020220MDFUML27","JORGE","AYALA","BAUTISTA"
"MAN7026007G6",3,"7612","MOAF072606HPLTDL10","GRACIELA","ROMERO","ANDRES"
"MIN702626CFA",3,"6219","MATN760003HDFTAX22","ARTURO","GUILLEN","LUNA"
"SOA002200HBA",3,"8316","BANA702806HDFLAC17","MARIANA","MEJIA","TORRES"
"MRTV760210LN6",3,"8310","GOCG060202MCLNSD26","ALEJANDRO","RAMIREZ","URBAN"
"ISI261617US4",3,"8310","ARPP702613MNLAAA03","JAZMIN","VALENZUELA","OSORIO"
"CBA721600IM0",3,"3010","MRAL702917HMCUDS10","EDUARDO","AVILA","ORTIZ"
"IMS320260I36",3,"7611","VIVA670000HDFLLD26","KARINA","VITE","HERNANDEZ"
"SIN002320AM6",3,"7012","HRCL021618MDFAHU17","KARLA","LOPEZ","PE"
"SDN062016KA3",3,"3010","AOAR700220HDFDVM26","SALVADOR","ELIZALDE","MENDOZA"
"SRC221761LC2",3,"6913","PRGG702310MGTAAD13","SANDRA","LUCENA","ORTEGA"
"CRA732361I24",3,"8310","SAPB772629HDFNNA16","RAYMUNDO","MONROY","RIVAS"
"BMN762219927",3,"9212","AAVM672713MDFNLN16","ARTURO","CHAVEZ","RESENDIZ"
"GTG0302167D6",3,"6310","VRDL722613MDFLUU16","MITCHELL","GONZALEZ","MARTINEZ"
"HRA0620020X3",3,"6014","AANA760023MDFMVN17","GERARDO","LOPEZ","CHAVEZ"
"AOA722729RH6",3,"3012","AUGF621306HDFGMA11","NANCY","SALAZAR","RODRIGUEZ"
"ICS060026AG3",3,"8916","AOMA032306MCSBDN13","CONSUELO","JAEN","NATHAREN"
"TMR032606KT6",3,"8313","HROA070206MGAAAM13","ANDREA","MARTINEZ","VILLEGAS"
"PGA221606CH6",3,"9210","RIMS770027MDFSTN16","RICARDO","BUSTAMANTE","ALBERTO"
"AGO032612LVA",3,"8310","ARRL721700HDFSSS19","ARLETTE","ARIAS","GARCIA"
"ARB210200HM7",3,"6617","GOVA770026HDFMCD20","BRENDA","SANCHEZ","CONTRERAS"
"ARAD770062V22",3,"8310","SOSC062860MDFLNN12","BERNARDO","GUTIERREZ","MIRANDA"
"SCI062600R63",3,"6012","HRTA602616HVUALL16","ELIZABETH","PE","PINEDA"
"SDN062016KA3",3,"8313","VIAL721016HMCLVS16","SERGIO","BENITEZ","SANCHEZ"
"BPA270001NA7",3,"6310","CACA722317HDFHLC10","JONATHAN","GAMA","RODRIGUEZ"
"PRS0002086P6",3,"6014","SRMJ621217HDFGXN12","ALBERTO","CONTRERAS","MASSE"
"TAA762300VA3",3,"8310","DOSG672726HDFMLB17","SUSANA","GARCIA","MENDOZA"
"CRC231723SU6",3,"8310","MATN002727HDFCLS16","CLAUDIA","PELAEZ","HERNANDEZ"
"SAF0602070N2",3,"8310","GOFX792729HMCNBV19","ARMANDO","ESQUIVEL","CASTELAN"
"AAY0327130Q6",3,"6219","VAOB772622MMNLLA16","FRANCISCO","BARCENAS","ROBLES"
"CCF0026276W2",3,"7411","LOMA722210HDFPAL17","SAUL","GONZALEZ","URIBE"
"CAF002727PK6",3,"8710","AOAM662008HJCMYA17","SEBASTIAN","RUBIO","AMARO"
"STA760226DK0",3,"6213","PRBA762306MHGANA16","ANIZAHE","ALVARADO","MORALES"
"CPD020007GC0",3,"6700","AUHR760226HDFNAD11","YANINA","ALOZA","LOPEZ"
"SMR772900AL7",3,"6213","VRAB602607HMCGVN18","ESTEBAN","RANGEL","MONTEAGUDO"
"PAH720116LY6",3,"9010","PAPA602816HOCCLB16","CESAR","BAUTISTA","REYES"
"FDC062010I36",3,"8011","RAPC772906MNLSAA17","GREGORIO","ZAMORA","ESLAVA"
"CHM062324DF0",3,"8812","ROSH762606HDFSNA17","LEODEGARIO","JORGE","LOZADA"
"PCM032624MTA",3,"8313","SAAM722312HDFNUA16","GUADALUPE","EZ","TORRES"
"SGM002616PP3",3,"3213","MAJA762020MDFASN17","EDUARDO","LAGUNES","MARTINEZ"
"AMR0727006U0",3,"6212","SALR730206HDFLDD16","NALLELY","IXTEPAN","MONTALVO"
"UAC022721IU6",3,"8011","SAMJ072607HMCNDN16","ROBERTO","LARA","BASTIDA"
"BNM032606VB0",3,"6714","FRAF600260HUSLYA07","CARLOS","JAIME","AMBRIZ"
"LCR062601QU6",3,"8310","PIRA662600MMCLSS13","CARLOS","GONZALEZ","MILLAN"
"ATC702616LM0",3,"9214","POPA072203HMCSMD11","FERNANDO","MARTINEZ","FIGUERAS"
"IMS320260I36",3,"6913","PRMK062826MDFALA16","VERONICA","NIETO","RUGERIO"
"APP2616064R7",3,"2012","SASS700008HMCLNN26","SERGIO","CASTRO","BARREIRO"
"SCR732906BX1",3,"8710","ORAJ032703HDFLMN16","CARLOS","YAGUE","SEGURA"
"SRV201207M08",3,"9010","GOHA722622MMCNAM13","ALFREDO","LAIZA","ALDANA"
"IOM201308AP7",3,"3212","VRBA762627HMNAAQ16","MICHELLE","REYNOSO","HERNANDEZ"
"CDA0622223U7",3,"8710","CUGJ732223HDFAMN13","ARTURO","RAMOS","MORA"
"M&M772217NR6",3,"8611","GUMA662007MDFTAC18","PATRICIA","MARCHENA","TREJO"
"COP06260043A",3,"8917","GANM732623MJCAVA13","MARGARITA","JURADO","MALDONADO"
"GAM7726209R3",3,"6814","MOAA772616HMCAMA13","MIGUEL","HERNANDEZ","ZAVALA"
"PPT072200IH3",3,"8912","AABL702600MDFLDU14","RAYMUNDO","TAPIA","MARAVILLA"
"SSH072617776",3,"8313","AUAA700212HDFGVN12","CARLOS","JAYME","PLEITEZ"
"HUM271021JD2",3,"2910","VITP762326HPLLLD01","EDUARDO","MENDEZ","AVENDA"
"LTM070027D27",3,"8313","GAAA762609MDFAJN13","MARIA","REYES","CORDERO"
"FSI772910ML6",3,"8710","NAAL060226HMCVMS11","ARLENN","TORRES","HERNANDEZ"
"ODR0602206G8",3,"6310","SOHG622013MPLLGD16","JENIFERTH","ORTEGA","ROMERO"
"MLR072626KG0",3,"8011","MAMM722626HPLADA14","LOURDES","NORIEGA","CRUZ"
"RMS772603UU7",3,"6700","AOCO211300HNLDNSA3","BEATRIZ","JIMENEZ","ALVARADO"
"AOVM621606QR0",3,"3213","DOBC022661MDFMSA16","ALDAIR","ORTEGA","MENESES"
"GAG770200UC7",3,"8710","MAAK792000MDFYLA10","CARLOS","GONZALEZ","SEGUNDO"
"CBW732627M36",3,"7610","ARSA772616HDFSAB10","LYDIA","AREVALO","RODRIGUEZ"
"IMS320260I36",3,"8313","AOAT662223MVUMDA11","REBECA","IZQUIERDO","CRUZ"
"IMS320260I36",3,"6310","BAAR762606HDFNYD16","ARTURO","GONZALEZ","TORRES"
"PPL760003GU0",3,"8710","GOAS201617HDFDMLA1","JULIETA","SANCHEZ","HERNANDEZ"
"GRO732706AL2",3,"8710","COAL072619HDFAMS19","VANESSA","ANGELES","LUNA"
"PSA271712MN6",3,"3010","MOBA702206MSPAAA16","MIGUEL","GOMEZ","GOMEZ"
"CTL032761660",3,"4116","AOSJ060007HMCMNN28","ALEXIS","ZAVALA",NA
"DGM0620007U8",3,"7311","ARAL702001MTLCDA18","ARACELI","SIERRA","MONTIEL"
"ISI261617US4",3,"3213","GASU021606MGAAAL16","URIEL","GARCIA","OCHOA"
"OPF201702GJ0",3,"8011","GUSG072216HMCDNB17","AURELIO","SANCHEZ","PUERTO"
"BNM032606VB0",3,"8310","GAAM762627MDFAAA14","GIOVANNY","MAXIMO","ROMERO"
"TSR032621C62",3,"9314","VRMM721609MCSLAA16","SEMJACE","VILLA","VAZQUEZ"
"IMS320260I36",3,"7611","FOTA021828HDFLAC00","ROBERTO","SALDIVAR","OROZCO"
"BSI260001766",3,"3012","CICD772000HDFHSN11","ROBERTO","MORALES","HERNANDEZ"
"GCO201616QV1",3,"9410","AAHJ632613MPLMAN17","PAULINA","CORREA","BECERRIL"
"STM211723JV6",3,"7311","TUPR762922HDGAAF16","DANIEL","ZAMORA","CONTRERAS"
"ICA261624N21",3,"6910","AAGA020026HDFLAC18","GUADALUPE","LOPEZ","MARISCAL"
"DIT772207RM0",3,"8916","CIAL702018MOCSVS17","MARIA","OLVERA","TOVAR"
"BMF261610TY0",3,"9010","AACR021602HDFLAA16","CHRISTOPHER","REYES","STEFANOVICH"
"BMR020062SXA",3,"8310","AUCR760221MCHUND10","ALEJANDRO","SALVADOR","GONZALEZ"
"IBI260161GD3",3,"3010","PRCJ662607MDFAHS19","ITZEL","BENITEZ","ORDAZ"
"RSA0826067J8",3,"8310","DIAV721916HDFUMC10","ERICKA","TAPIA","DOMINGUEZ"
"PSR2710276F6",3,"6700","GASB211710MGALMTA6","ARTURO","LOPEZ","CORNEJO"
"SDN062016KA3",3,"7014","COCD762910HMCNAG19","DANIEL","BARCENAS","VELA"
"GAM7726209R3",3,"8313","SAGA702617HMCNAL10","ADRIANA","GARCIA","GONZALEZ"
"MPA072620TT3",3,"4801","MRCJ762919HMCNAA16","ROBERTO","DURAN","OSORIO"
"MIN702626CFA",3,"6416","SUSS760206MGTANH10","MARIANA","GARCIA","GARCIA"
"ADI030216QJ3",3,"8310","CAAA672627HDFMAL12","JONATHAN","ENCASTIN","HERNANDEZ"
"TMR032606KT6",3,"7012","MAOM721617MVUASN19","IVAN","OCAMPO","PADILLA"
"DRI7023266U6",3,"8313","CAOO732021HOCAAS10","VIRIDIANA","MARTINEZ","JUAREZ"
"HTG261617AJ6",3,"8211","AAMJ722617HDGLAS16","EFRAIN","MARTINEZ","RAMOS"
"AAM762710BT3",3,"8310","MAUG700226HMCAAA13","LUIS","SALINAS","BORJA"
"BMN762219927",3,"6310","NAVA062623HDFVGD16","JUAN","GARCIA","CAMPOS"
"IMS320260I36",3,"8310","AOHM080226HVUDAX11","SAUL","LUNA","MARIN"
"SCC770000D23",3,"6219","JUMS002060HDFAGA13","CAROLINA","LEON","CALDERON"
"JPM7629270L3",3,"6310","GAGF062822MVUAAA16","MARCELA","SOSA","CARRANZA"
"IMM060206HH2",3,"8712","LOAC020262HDFUYA16","GABRIEL","LAVANDEIRA","BELMONTE"
"IMS320260I36",3,"8310","ARMA082606HDFAAB16","CEILA","ROMERO","RODRIGUEZ"
"SAG062641C67",3,"8917","MRAC021027HDFLAH17","DORA","DELGADO","GONZALEZ"
"MAN7026007G6",3,"8310","MOFA772206MMCLAL16","CARLOS","JUAREZ","ESCOBAR"
"2.11111E+12",3,"8011","AIAJ630226HJCVDQ10","ADILENE","ANGELES","SANTIAGO"
"CRO0223062K7",3,"6014","AIRG621717HOCCSA17","GUILLERMO","GARCIA","SALINAS"
"CSJ072627627",3,"3010","TUVJ792604HMCALS11","DANIEL","TORRES","MARI"
"BCO270100727",3,"8310","SRMM762602MDFAAA16","GUADALUPE","ESPINOZA","MARTINEZ"
"SAW7028106A6",3,"8612","UACB772306HNLMAL00","CARLOS","VALLEJO","FLORES"
"ASR760006240",3,"6910","BRVD721226MMCCLN11","MIGUEL","SEGURA","GONZALEZ"
"CBS722913HI0",3,"8910","ORJA602727MDFAMN16","DAVID","BUCIO","CONTLA"
"TMR720006GU0",3,"6310","HRAC672002HDFAVL17","YADIRA","ORTEGA","CARMONA"
"SSR062327DU7",3,"8310","FOCJ762606HDFLDM11","RICARDO","HERNANDEZ","ARTEAGA"
"RSM020221U61",3,"2014","DOTA632624MDFMAN17","MARIA","POMPA","SOTO"
"PAM072020RA9",3,"8710","VAJI702627HDFLNA17","BRENDA","GONZALEZ","MORALES"
"MRB7227226A3",3,"8310","AUSY722606MDFGLL16","LAMBERTO","BAUTISTA","HERRERA"
"CAR072223F36",3,"6310","RAMA732706HHGSAM16","EDUARDO","LARA","CISNEROS"
"ARS022217UHA",3,"8211","SIAS772223MMSLJM16","GEORGINA","MONCAYO","FLORES"
"SPL2702173H1",3,"4116","AOAA760206HPLJYA26","SERGIO","PATRICIO","GONZALEZ"
"INS0726277M7",3,"6214","AABJ772326HMSMSA10","GUILLERMO","CHAVOLLA","GARNICA"
"ARG201726MD0",3,"8310","AUCG062006MBSUSD18","ANGEL","PUENTE","TLALOLINI"
"IMS320260I36",3,"8314","AACN762600MOCMAT16","FABIAN","GUZMAN","REYES"
"PPL760003GU0",3,"8310","CRFK072926MDFDNA16","TERESA","CARRICHE","CASTRO"
"MAN7026007G6",3,"6310","TAAD760220MNRPJN12","RAMON","VELAZQUEZ","VELASCO"
"VVI032600NY2",3,"8710","AUMM721603MDFUAN17","AXEL","RUIZ","CUESTAS"
"RRI260210RH6",3,"8310","AAMM772629MMCADA19","ADRIANA","REYES","GONZALEZ"
"RHA072028SM0",3,"8710","BAAA032617HDFALN10","VICTOR","GONZALEZ","ELIZARRARAZ"
"APR002060CB8",3,"6014","SIGD032212MDFADN17","JESSICA","MENDOZA","SANCHEZ"
"POM020201HU7",3,"6310","CALP770026MCSSPT26","ARGELIA","VALLEJO","OLVERA"
"GMR261216KW7",3,"2812","SASC062721MMCMNA11","XIMENA","GARCIA","AGUIRRE"
"VMA070201N67",3,"9314","COLJ770213MDFACN17","ALBERTO","SANCHEZ","SANCHEZ"
"FSI772910ML6",3,"8310","LOSM062307MDFPNA16","ALBERTO","MONTALVO","PEREZ"
"USA622621N37",3,"8310","FRAN721606MDFALL16","ELISABETH","CASAS","JESUS"
"SAI2013016C1",3,"8310","CALG762022HGAANL16","ERNESTO","MARIN","PE"
"CGS0627102C0",3,"3213","NOTJ720222HDFLAN17","DAVID","FAJARDO","RODRIGUEZ"
"BVM760212LX1",3,"8310","GASB060201HDFALN13","PATRICIA","VERGARA","GARCIA"
"ARC762626I20",3,"2118","MRVA702606MDFNLS10","EDITH","OLVERA","PRIETO"
"PSC762200AD1",3,"8310","CABO370002MDFALF10","RODOLFO","SUAREZ","MARTEL"
"GFI271001UA9",3,"6416","CACP732616HDFMBD10","ALEJANDRA","MORALES","CASTILLO"
"HAC072316GD0",3,"8313","CAFR072821HPLBAD16","ESTEFANIA","ROJO","MORENO"
"IMS320260I36",3,"7611","CAOL072661MGASLC17","CALEB","PERALTA","TREJO"
"GNI261018BR6",3,"6717","PROV721620HDFAAC16","AIDA","ROCHA",NA
"APS220002I00",3,"4116","FOCR762707HGALNM11","JUANA","ARIAS","FERNANDEZ"
"CIFL702716G96",3,"8917","SAAG722206MMCNMD16","ENRIQUE","AVILES","JULIAN"
"BSM772609DU0",3,"6700","CAHA760026HVUTAL27","JAVIER","ANGEL","ARCOS"
"SHR072661V47",3,"8310","MAPU762216HCSTAB12","ADRIEL","HILERIO","MENDOZA"
"CCO0626260N3",3,"8710","GALR002323MBCLGS11","FERNANDO","GONZALEZ","MIGUEL"
"LONJ020210KS6",3,"8313","AAJM702207MDFLAA10","MICHELLE","ESCUDERO","VIZUET"
"APB062613ILA",3,"7411","AINF772010HOCVLA18","DANIELA","SALAS","RIVERA"
"PHO00271660A",3,"6414","PRCN702702MDFAAL16","SUSANA","CRUZ","LEAL"
"PRA072620GH1",3,"8919","GACI732617MVUABT13","ALFONSO","MARTINEZ","HERNANDEZ"
"CPA261021AU6",3,"8310","CAAH032802HDFAMM11","DAVID","ALEJO","ARTEAGA"
